symbol,regularMarketPrice,HotScore,VolumeSpike,regularMarketChangePercent,date
URBN,76.665,0.96144578313253,0.9036166227378234,12.231011,20251126
ADSK,315.92,0.9590361445783131,0.46396625052834667,7.301584,20251126
MESO,17.7,0.8813253012048192,0.3147615292840305,10.218077,20251126
SYM,81.16,0.8674698795180722,0.35009007040107265,5.0071197,20251126
ARWR,50.59,0.8512048192771084,0.18173015770004544,8.13356,20251126
ASND,216.65,0.8457831325301204,0.17212577581886637,4.8386316,20251126
HOOD,124.75,0.8367469879518072,0.17982996723208156,7.943238,20251126
NBIX,150.85,0.8246987951807228,0.15249882959422748,5.099984,20251126
FLNC,18.46,0.8102409638554215,0.24020278883938545,10.077511,20251126
ORCL,206.125,0.8048192771084337,0.21040529956961695,4.639947,20251126
ASML,1043.61,0.7933734939759035,0.16401446573717682,4.0260377,20251126
BLLN,134.99,0.777710843373494,0.17604052731564102,3.918408,20251126
OSCR,18.21,0.7674698795180722,0.19624077633781856,8.824399,20251126
CRWV,74.9192,0.741566265060241,0.15400809359926976,5.093551,20251126
CLSK,12.63,0.7289156626506025,0.2911395521237955,6.852796,20251126
MENS,32.84,0.7186746987951806,0.08379293794994858,8.168641,20251126
NBIS,93.295,0.7072289156626507,0.11750859825318437,4.967373,20251126
PDD,117.935,0.7048192771084337,0.21461850056587214,3.4517522,20251126
BULL,9.19,0.6831325301204818,0.25789213078464884,5.632181,20251126
ETOR,41.5665,0.6765060240963855,0.12903532531879133,4.1505933,20251126
HMY,19.0083,0.6698795180722891,0.16468658090801394,4.7577863,20251126
DAVE,220.99,0.6686746987951807,0.06018714605367278,5.114589,20251126
CIFR,18.41,0.6572289156626506,0.16407921719823682,5.079905,20251126
SNEX,93.7073,0.655421686746988,0.06079474441752282,5.147324,20251126
TEVA,26.18,0.6397590361445783,0.12835399467800088,4.720001,20251126
ZYME,27.01,0.6132530120481928,0.3034808737133187,3.1703587,20251126
ZIM,20.19,0.6060240963855421,0.35120725040504636,3.4323773,20251126
BMNR,30.2,0.6048192771084338,0.12227579855900512,4.2457767,20251126
ATMU,49.99,0.6012048192771083,0.08156024192171112,4.1133027,20251126
NU,17.315,0.5789156626506025,0.14336664725218404,4.2758265,20251126
FLY,18.0728,0.5596385542168675,0.0948894982199676,4.225528,20251126
APP,577.445,0.5560240963855422,0.05148311687753405,3.8514068,20251126
GOOG,320.02,0.5397590361445783,0.22856399044585554,-1.1185347,20251126
GOOGL,319.64,0.5391566265060241,0.24932194598574312,-1.1748663,20251126
LYG,5.0001,0.4927710843373494,0.11797054346595326,4.166586,20251126
APLD,24.65,0.48493975903614456,0.08528577046107878,3.8283544,20251126
MODG,12.15,0.4789156626506023,0.08685652898271404,3.9349875,20251126
EQT,58.84,0.47590361445783136,0.06386002321486613,3.7010899,20251126
WSC,19.95,0.4746987951807229,0.08567844964959476,3.5825572,20251126
GRAL,110.0001,0.47409638554216865,0.11088499102867813,2.1451356,20251126
NVDA,180.71,0.47048192771084335,0.15904247526352433,1.6252385,20251126
TEM,79.348,0.46987951807228917,0.07271270734819286,3.2639294,20251126
BBY,81.87,0.46927710843373494,0.11212767666418962,2.8001046,20251126
TSEM,100.96,0.45843373493975903,0.07441869795218908,3.021458,20251126
BMA,79.23,0.4512048192771084,0.03251121916135364,3.597205,20251126
VST,175.92,0.4506024096385542,0.069997642162019,2.9795682,20251126
AR,35.035,0.44759036144578307,0.09725257345682813,3.074428,20251126
BCS,22.46,0.44156626506024094,0.07830059733660849,3.5261552,20251126
AMD,208.657,0.43795180722891563,0.11991614596989729,1.2259219,20251126
HNGE,49.84,0.4319277108433735,0.07065821862227514,3.1670434,20251126
